19 0 0.010000 231.2113, 169.9051, 254.1312, 170.7808, 253.6355, 183.7558, 230.7155, 182.8801
19 1 0.040000 231.1549, 170.0546, 254.0889, 170.8009, 253.6398, 184.6036, 230.7058, 183.8573
19 2 0.070000 231.1234, 170.2939, 254.0759, 171.0360, 253.5938, 185.9449, 230.6414, 185.2028
19 3 0.110000 231.1160, 170.7252, 254.0794, 171.5242, 253.5216, 187.5546, 230.5582, 186.7556
19 4 0.140000 231.1438, 170.9917, 254.1003, 171.8469, 253.4800, 188.4975, 230.5235, 187.6423
19 5 0.170000 231.2195, 171.2131, 254.1773, 172.2016, 253.4459, 189.1882, 230.4881, 188.1997
19 6 0.200000 231.3171, 171.3797, 254.2435, 172.4322, 253.4503, 189.7090, 230.5239, 188.6564
19 7 0.240000 231.5101, 171.6222, 254.3906, 172.8029, 253.4928, 190.2017, 230.6122, 189.0210
19 8 0.270000 231.7336, 171.8577, 254.6161, 173.3160, 253.5204, 190.5089, 230.6379, 189.0506
19 9 0.310000 232.0517, 172.3320, 254.8665, 173.9956, 253.6325, 190.9194, 230.8177, 189.2558
19 10 0.340000 232.2803, 172.8505, 254.9695, 174.4319, 253.7954, 191.2766, 231.1063, 189.6952
19 11 0.370000 232.5819, 173.5385, 255.1986, 175.2637, 253.9452, 191.6956, 231.3285, 189.9704
19 12 0.400000 232.8803, 174.3726, 255.3716, 176.0740, 254.1487, 192.2406, 231.6574, 190.5393
19 13 0.440000 233.3093, 175.7787, 255.6312, 177.4414, 254.4643, 193.1079, 232.1423, 191.4452
19 14 0.470000 233.6628, 177.0380, 255.8573, 178.7011, 254.7221, 193.8494, 232.5276, 192.1862
19 15 0.500000 233.9827, 178.3794, 256.0054, 179.7856, 255.0540, 194.6871, 233.0312, 193.2809
19 16 0.540000 234.4832, 180.2434, 256.2977, 181.4687, 255.4940, 195.7780, 233.6795, 194.5528
19 17 0.570000 234.8991, 181.6469, 256.5634, 182.8048, 255.8319, 196.4911, 234.1677, 195.3333
19 18 0.610000 235.4519, 183.3752, 256.9030, 184.3233, 256.3274, 197.3465, 234.8763, 196.3983
19 19 0.640000 235.8831, 184.5088, 257.1743, 185.3099, 256.6995, 197.9304, 235.4082, 197.1293
19 20 0.670000 236.3240, 185.6561, 257.4602, 186.3559, 257.0651, 198.2927, 235.9289, 197.5930
19 21 0.700000 236.7014, 186.5584, 257.7003, 186.9448, 257.4844, 198.6744, 236.4855, 198.2879
19 22 0.740000 237.2272, 187.5417, 258.0629, 187.7254, 257.9634, 199.0123, 237.1277, 198.8287
19 23 0.770000 237.5701, 188.2300, 258.3000, 188.2084, 258.3113, 199.0395, 237.5814, 199.0611
19 24 0.800000 237.8912, 188.6167, 258.5051, 188.3962, 258.6197, 199.1054, 238.0058, 199.3260
19 25 0.840000 238.2483, 188.9438, 258.7260, 188.4578, 258.9753, 198.9609, 238.4976, 199.4469
19 26 0.870000 238.4765, 189.2366, 258.8625, 188.6098, 259.1660, 198.4836, 238.7800, 199.1104
19 27 0.900000 238.6413, 189.0133, 258.9286, 188.2288, 259.3152, 198.2266, 239.0279, 199.0112
19 28 0.940000 238.7703, 188.6842, 258.9413, 187.7156, 259.4101, 197.4798, 239.2391, 198.4484
19 29 0.970000 238.7917, 188.4375, 258.8932, 187.3425, 259.3983, 196.6155, 239.2968, 197.7105
19 30 1.000000 238.7339, 187.7582, 258.7578, 186.5454, 259.3278, 195.9556, 239.3039, 197.1685
19 31 1.040000 238.5517, 186.9576, 258.5049, 185.6351, 259.1099, 194.7632, 239.1567, 196.0857
19 32 1.070000 238.3099, 186.1269, 258.2374, 184.7512, 258.8922, 194.2353, 238.9646, 195.6109
19 33 1.110000 237.8599, 184.7319, 257.7693, 183.3383, 258.4700, 193.3482, 238.5606, 194.7418
19 34 1.140000 237.4552, 183.8232, 257.3534, 182.4547, 258.0397, 192.4337, 238.1415, 193.8022
19 35 1.170000 236.9479, 182.6115, 256.8617, 181.2938, 257.5511, 191.7117, 237.6373, 193.0294
19 36 1.210000 236.1858, 181.1269, 256.1243, 179.9462, 256.7431, 190.3967, 236.8046, 191.5774
19 37 1.240000 235.5354, 180.0458, 255.5077, 179.0046, 256.0383, 189.1815, 236.0659, 190.2228
19 38 1.270000 234.7956, 178.6510, 254.8174, 177.7648, 255.2744, 188.0905, 235.2526, 188.9766
19 39 1.310000 233.7093, 176.8403, 253.8085, 176.1655, 254.1469, 186.2457, 234.0477, 186.9205
19 40 1.340000 232.8438, 175.4937, 253.0056, 175.0571, 253.2115, 184.5696, 233.0498, 185.0061
19 41 1.370000 231.9077, 173.7693, 252.1519, 173.5803, 252.2401, 183.0242, 231.9959, 183.2133
19 42 1.410000 230.6035, 171.3875, 250.9705, 171.6056, 250.8741, 180.6095, 230.5071, 180.3914
19 43 1.440000 229.6052, 168.9381, 250.0540, 169.4600, 249.8102, 179.0119, 229.3614, 178.4899
19 44 1.470000 228.5752, 166.7204, 249.1367, 167.5695, 248.7372, 177.2450, 228.1756, 176.3959
19 45 1.510000 227.2327, 163.4787, 247.9228, 164.8055, 247.2614, 175.1178, 226.5714, 173.7910
19 46 1.540000 226.2609, 160.9977, 247.0293, 162.6952, 246.1258, 173.7493, 225.3573, 172.0518
19 47 1.570000 225.2417, 158.8379, 246.1591, 160.8742, 245.0455, 172.3137, 224.1281, 170.2773
19 48 1.610000 223.9139, 156.0974, 245.0486, 158.5548, 243.6380, 170.6865, 222.5033, 168.2291
19 49 1.640000 222.9578, 154.1424, 244.2660, 156.8986, 242.6150, 169.6626, 221.3068, 166.9063
19 50 1.670000 222.0319, 152.5211, 243.4754, 155.5277, 241.6522, 168.5314, 220.2087, 165.5248
19 51 1.710000 220.8856, 150.4474, 242.5126, 153.7512, 240.4537, 167.2287, 218.8267, 163.9248
19 52 1.740000 220.1110, 148.9462, 241.8703, 152.4483, 239.6275, 166.3831, 217.8682, 162.8810
19 53 1.770000 219.3892, 147.7347, 241.2442, 151.3806, 238.9080, 165.3850, 217.0530, 161.7391
19 54 1.810000 218.5743, 146.1065, 240.5536, 149.9106, 238.0728, 164.2440, 216.0935, 160.4399
19 55 1.840000 218.0823, 144.8565, 240.1523, 148.7403, 237.5489, 163.5339, 215.4790, 159.6502
19 56 1.870000 217.6686, 143.8495, 239.7908, 147.7621, 237.1532, 162.6754, 215.0309, 158.7627
19 57 1.910000 217.2889, 142.5393, 239.4648, 146.4509, 236.7859, 161.6382, 214.6100, 157.7265
19 58 1.940000 217.1391, 141.5740, 239.3401, 145.4557, 236.6315, 160.9469, 214.4306, 157.0652
19 59 1.970000 217.0713, 140.8777, 239.2614, 144.6888, 236.6186, 160.0759, 214.4286, 156.2647
19 60 2.010000 217.1645, 139.9579, 239.3211, 143.6474, 236.7573, 159.0432, 214.6008, 155.3536
19 61 2.040000 217.3730, 139.2647, 239.4907, 142.8568, 236.9709, 158.3720, 214.8532, 154.7799
19 62 2.070000 217.6637, 138.8274, 239.7095, 142.3013, 237.3106, 157.5245, 215.2649, 154.0506
19 63 2.110000 218.2297, 138.2019, 240.1681, 141.5267, 237.8935, 156.5354, 215.9551, 153.2106
