58 0 0.010000 353.1136, 212.0261, 377.7277, 212.9321, 377.2450, 226.0458, 352.6309, 225.1397
58 1 0.040000 353.0934, 212.6414, 377.7089, 213.5472, 377.2271, 226.6399, 352.6117, 225.7342
58 2 0.070000 353.0484, 214.0106, 377.6670, 214.9156, 377.1874, 227.9619, 352.5688, 227.0569
58 3 0.110000 352.9498, 217.0098, 377.5752, 217.9130, 377.1005, 230.8575, 352.4750, 229.9543
58 4 0.140000 352.8469, 220.1407, 377.4795, 221.0421, 377.0096, 233.8803, 352.3771, 232.9789
58 5 0.170000 352.7192, 224.0286, 377.3605, 224.9278, 376.8969, 237.6338, 352.2555, 236.7346
58 6 0.200000 352.5665, 228.6753, 377.2184, 229.5718, 376.7620, 242.1197, 352.1102, 241.2232
58 7 0.240000 353.4786, 234.2554, 377.6543, 238.9165, 375.5176, 249.9992, 351.3418, 245.3381
58 8 0.270000 354.2973, 237.6804, 378.0649, 244.5867, 374.9068, 255.4553, 351.1392, 248.5490
58 9 0.310000 355.9782, 240.5664, 379.3994, 249.2755, 375.2505, 260.4333, 351.8292, 251.7242
58 10 0.340000 357.7254, 241.9270, 381.0425, 251.4010, 376.4443, 262.7181, 353.1271, 253.2441
58 11 0.370000 359.7362, 242.9861, 383.1600, 252.5965, 378.5167, 263.9138, 355.0929, 254.3034
58 12 0.400000 362.3017, 243.4701, 385.8116, 253.3424, 381.0044, 264.7901, 357.4946, 254.9178
58 13 0.440000 366.0453, 244.1024, 389.8949, 253.7444, 385.2564, 265.2180, 361.4067, 255.5761
58 14 0.470000 369.0113, 244.7928, 393.2623, 253.7560, 389.0742, 265.0876, 364.8231, 256.1244
58 15 0.500000 372.4438, 245.2331, 396.9789, 253.9111, 392.9941, 265.1770, 368.4591, 256.4989
58 16 0.540000 377.2492, 246.0779, 402.2901, 253.9486, 398.8062, 265.0325, 373.7654, 257.1618
58 17 0.570000 381.0192, 246.8380, 406.5360, 253.6887, 403.5864, 264.6753, 378.0696, 257.8246
58 18 0.610000 386.5124, 247.4297, 412.6346, 253.1333, 410.1763, 264.3922, 384.0541, 258.6886
58 19 0.640000 390.9286, 247.6762, 417.4585, 252.8065, 415.1941, 264.5157, 388.6643, 259.3854
58 20 0.670000 395.3355, 248.0825, 422.3617, 252.1433, 420.5314, 264.3248, 393.5052, 260.2641
58 21 0.700000 400.0911, 248.0655, 427.4883, 251.7567, 425.7892, 264.3676, 398.3921, 260.6764
58 22 0.740000 406.4338, 248.0747, 434.4026, 250.7860, 433.1257, 263.9574, 405.1569, 261.2461
58 23 0.770000 411.1283, 248.1902, 439.5672, 249.6791, 438.8633, 263.1243, 410.4244, 261.6355
58 24 0.800000 416.1092, 247.6654, 444.9120, 248.7219, 444.4060, 262.5169, 415.6032, 261.4603
58 25 0.840000 422.6676, 246.8382, 451.9532, 246.9641, 451.8926, 261.0471, 422.6071, 260.9212
58 26 0.870000 427.3499, 246.3326, 457.0109, 244.9654, 457.6651, 259.1583, 428.0041, 260.5255
58 27 0.900000 432.3901, 244.6246, 462.3380, 243.3636, 462.9499, 257.8961, 433.0020, 259.1571
58 28 0.940000 438.6224, 242.6701, 468.9677, 240.2326, 470.1502, 254.9535, 439.8048, 257.3910
58 29 0.970000 443.1877, 240.9187, 473.7711, 237.6603, 475.3478, 252.4592, 444.7644, 255.7176
58 30 1.000000 447.7830, 238.5829, 478.6277, 235.2633, 480.2466, 250.3062, 449.4019, 253.6257
58 31 1.040000 453.5660, 236.1123, 484.6816, 231.9092, 486.7223, 247.0162, 455.6066, 251.2193
58 32 1.070000 457.6962, 234.8650, 488.9365, 229.4951, 491.5101, 244.4673, 460.2698, 249.8373
58 33 1.110000 463.1413, 233.3946, 494.5191, 226.9288, 497.5767, 241.7670, 466.1989, 248.2328
58 34 1.140000 467.1265, 232.4863, 498.6046, 225.4558, 501.9035, 240.2261, 470.4253, 247.2566
58 35 1.170000 470.9274, 232.1549, 502.3947, 224.1442, 506.0917, 238.6665, 474.6243, 246.6771
58 36 1.210000 475.8126, 231.8773, 507.2903, 222.9983, 511.3188, 237.2800, 479.8410, 246.1589
58 37 1.240000 479.3036, 231.7792, 510.8356, 222.5813, 514.9724, 236.7631, 483.4404, 245.9610
58 38 1.270000 482.5824, 232.3182, 514.0004, 222.2876, 518.4243, 236.1443, 487.0063, 246.1749
58 39 1.310000 486.6855, 233.2227, 518.0070, 222.4811, 522.6442, 236.0028, 491.3228, 246.7445
58 40 1.340000 489.5373, 234.0105, 520.8706, 223.0881, 525.5334, 236.4644, 494.2001, 247.3867
58 41 1.370000 492.1865, 235.4206, 523.3505, 223.8754, 528.1750, 236.8982, 497.0110, 248.4434
58 42 1.410000 495.3985, 237.4759, 526.4615, 225.5679, 531.3282, 238.2633, 500.2652, 250.1712
58 43 1.440000 497.5481, 239.1737, 528.6296, 227.3003, 533.4210, 239.8429, 502.3395, 251.7163
58 44 1.470000 499.4870, 241.4609, 530.3919, 229.1977, 535.2272, 241.3832, 504.3222, 253.6464
58 45 1.510000 501.6409, 244.5343, 532.4578, 232.1959, 537.2056, 244.0540, 506.3887, 256.3925
58 46 1.540000 502.8577, 246.6537, 533.7727, 234.6933, 538.3216, 246.4511, 507.4065, 258.4115
58 47 1.570000 503.7699, 249.3417, 534.4164, 236.9475, 539.0025, 248.2872, 508.3559, 260.6814
58 48 1.610000 504.3789, 252.5344, 534.8635, 240.0616, 539.3814, 251.1037, 508.8968, 263.5765
58 49 1.640000 504.3569, 254.3548, 535.0894, 242.6803, 539.3144, 253.8024, 508.5819, 265.4770
58 50 1.670000 504.0806, 256.9529, 534.5417, 244.9537, 538.8911, 255.9949, 508.4300, 267.9941
58 51 1.710000 503.1194, 259.7337, 533.6914, 248.3824, 537.8138, 259.4852, 507.2418, 270.8365
58 52 1.740000 502.0432, 261.7522, 532.7592, 251.0928, 536.6348, 262.2606, 505.9188, 272.9200
58 53 1.770000 500.7340, 264.1891, 531.3925, 253.7770, 535.1888, 264.9554, 504.5303, 275.3674
58 54 1.810000 498.6053, 267.3493, 529.3539, 257.7542, 532.8618, 268.9956, 502.1132, 278.5908
58 55 1.840000 496.7629, 269.5791, 527.7047, 261.0837, 530.8149, 272.4116, 499.8731, 280.9069
58 56 1.870000 494.7568, 272.4526, 525.6674, 264.4264, 528.6147, 275.7771, 497.7041, 283.8033
58 57 1.910000 491.8456, 276.3247, 522.8118, 269.3678, 525.3753, 280.7785, 494.4091, 287.7354
58 58 1.940000 489.5369, 279.2976, 520.6056, 273.5179, 522.7394, 284.9880, 491.6707, 290.7677
58 59 1.970000 487.0999, 282.8019, 518.1248, 277.7276, 520.0045, 289.2200, 488.9795, 294.2944
58 60 2.010000 483.7058, 287.4289, 514.7104, 283.6760, 516.1057, 295.2035, 485.1011, 298.9564
58 61 2.040000 481.0749, 290.7294, 512.0398, 288.2127, 512.9782, 299.7575, 482.0133, 302.2742
58 62 2.070000 478.2585, 294.1645, 509.0665, 292.1743, 509.8238, 303.8980, 479.0159, 305.8882
58 63 2.110000 474.3954, 298.3656, 504.9516, 297.0519, 505.4690, 309.0878, 474.9129, 310.4015
58 64 2.140000 471.5323, 301.1026, 501.9251, 300.8266, 502.0354, 312.9645, 471.6425, 313.2406
58 65 2.170000 468.4771, 304.0751, 498.6304, 303.8296, 498.7317, 316.2701, 468.5784, 316.5156
58 66 2.210000 464.4759, 307.6623, 494.3330, 307.9638, 494.2048, 320.6611, 464.3477, 320.3596
58 67 2.240000 461.5737, 310.0598, 491.2205, 311.2441, 490.7095, 324.0371, 461.0627, 322.8528
58 68 2.270000 458.5020, 312.7900, 487.8888, 313.8286, 487.4249, 326.9552, 458.0381, 325.9166
58 69 2.310000 454.6129, 316.0880, 483.6756, 317.7345, 482.9165, 331.1343, 453.8538, 329.4878
