83 0 0.010000 426.9826, 214.0574, 473.8360, 214.5276, 473.6275, 235.3030, 426.7741, 234.8328
83 1 0.040000 426.4061, 213.8289, 473.2052, 211.4095, 474.1936, 230.5280, 427.3945, 232.9474
83 2 0.070000 425.8807, 208.5789, 472.6623, 204.6029, 474.4116, 225.1849, 427.6300, 229.1610
83 3 0.110000 425.0785, 200.1877, 471.8055, 194.9549, 474.2315, 216.6178, 427.5044, 221.8506
83 4 0.140000 424.3362, 193.7881, 470.9613, 187.6717, 473.8884, 209.9844, 427.2632, 216.1009
83 5 0.170000 423.6526, 187.6151, 470.3388, 181.5552, 473.2232, 203.7771, 426.5369, 209.8369
83 6 0.200000 422.7892, 182.0906, 469.4683, 175.6620, 472.5426, 197.9849, 425.8635, 204.4135
83 7 0.240000 421.5657, 175.7247, 468.3213, 169.1970, 471.4155, 191.3595, 424.6599, 197.8872
83 8 0.270000 420.5910, 171.7612, 467.4547, 165.4114, 470.4230, 187.3184, 423.5593, 193.6681
83 9 0.310000 419.1235, 167.8259, 466.0911, 161.4603, 469.0119, 183.0108, 422.0443, 189.3765
83 10 0.340000 417.9057, 165.9324, 464.9194, 159.3777, 467.8776, 180.5954, 420.8639, 187.1500
83 11 0.370000 416.6589, 164.7106, 463.7858, 158.3447, 466.5967, 179.1539, 419.4698, 185.5198
83 12 0.400000 415.2904, 164.4398, 462.4779, 157.9919, 465.2630, 178.3744, 418.0756, 184.8223
83 13 0.440000 413.3417, 165.2293, 460.6432, 158.8498, 463.3064, 178.5969, 416.0050, 184.9764
83 14 0.470000 411.7441, 166.0693, 459.1603, 160.0400, 461.6556, 179.6641, 414.2394, 185.6934
83 15 0.500000 409.9254, 167.3804, 457.4073, 161.3010, 459.9302, 181.0056, 412.4482, 187.0850
83 16 0.540000 407.2857, 169.1192, 454.8813, 163.3482, 457.3916, 184.0512, 409.7960, 189.8222
83 17 0.570000 405.1497, 170.0256, 452.8304, 164.8824, 455.1781, 186.6472, 407.4974, 191.7905
83 18 0.610000 401.8591, 171.0670, 449.7261, 166.3920, 451.9899, 189.5703, 404.1229, 194.2453
83 19 0.640000 399.0146, 171.7795, 447.0868, 167.0470, 449.4649, 191.2034, 401.3927, 195.9359
83 20 0.670000 396.1978, 171.6580, 444.4410, 167.7925, 446.4695, 193.1088, 398.2262, 196.9743
83 21 0.700000 392.9435, 171.7649, 441.3387, 167.8850, 443.4443, 194.1478, 395.0491, 198.0278
83 22 0.740000 388.4553, 171.1287, 436.9815, 167.7773, 438.8848, 195.3354, 390.3585, 198.6868
83 23 0.770000 385.1713, 169.8142, 433.6420, 167.6800, 434.9028, 196.3159, 386.4321, 198.4501
83 24 0.800000 380.8941, 169.5575, 429.5389, 166.3431, 431.4639, 195.4749, 382.8192, 198.6893
83 25 0.840000 375.5178, 167.7968, 424.1088, 164.8508, 425.9198, 194.7220, 377.3288, 197.6680
83 26 0.870000 371.4714, 165.7908, 419.9049, 163.5825, 421.2921, 194.0079, 372.8586, 196.2162
83 27 0.900000 366.6767, 164.2692, 415.1370, 161.3755, 416.9674, 192.0285, 368.5071, 194.9222
83 28 0.940000 360.4544, 161.1241, 408.7185, 158.4733, 410.4208, 189.4675, 362.1567, 192.1183
83 29 0.970000 355.9766, 157.9513, 403.8812, 156.3973, 404.8970, 187.7090, 356.9923, 189.2630
83 30 1.000000 350.6528, 155.5174, 398.4850, 153.4359, 399.8492, 184.7850, 352.0170, 186.8665
83 31 1.040000 344.0342, 151.4013, 391.4191, 150.2077, 392.2143, 181.7783, 344.8295, 182.9719
83 32 1.070000 339.2758, 148.1303, 386.1155, 148.2750, 386.0175, 180.0248, 339.1777, 179.8801
83 33 1.110000 332.4812, 144.4856, 378.7161, 145.6529, 377.9115, 177.5212, 331.6767, 176.3539
83 34 1.140000 327.0519, 142.2737, 372.9638, 143.6514, 372.0063, 175.5605, 326.0944, 174.1828
83 35 1.170000 322.0546, 139.8277, 367.3468, 142.2981, 365.6038, 174.2526, 320.3117, 171.7822
83 36 1.210000 314.6096, 137.1679, 359.6855, 140.4723, 357.3441, 172.4126, 312.2682, 169.1082
83 37 1.240000 308.6625, 135.6989, 353.8083, 138.9651, 351.4994, 170.8801, 306.3535, 167.6139
83 38 1.270000 303.0349, 133.8682, 348.1699, 138.2404, 345.0884, 170.0513, 299.9534, 165.6791
83 39 1.310000 295.3364, 132.1086, 340.5193, 136.9764, 337.1027, 168.6887, 291.9199, 163.8208
83 40 1.340000 289.4983, 131.2075, 334.7636, 135.9429, 331.4500, 167.6174, 286.1847, 162.8820
83 41 1.370000 284.0024, 129.9939, 329.2379, 135.5610, 325.3564, 167.1011, 280.1208, 161.5341
83 42 1.410000 276.5851, 128.9549, 322.1962, 134.8796, 318.1105, 166.3337, 272.4993, 160.4090
83 43 1.440000 270.9938, 128.6056, 316.9637, 134.2847, 313.0758, 165.7555, 267.1059, 160.0763
83 44 1.470000 265.8234, 127.9179, 312.2532, 134.4656, 307.8301, 165.8300, 261.4003, 159.2823
83 45 1.510000 258.9025, 127.6219, 305.8624, 134.5979, 301.2057, 165.9449, 254.2458, 158.9689
83 46 1.540000 253.6951, 127.9170, 300.9998, 134.6984, 296.5037, 166.0616, 249.1990, 159.2803
83 47 1.570000 248.8955, 128.0545, 296.6239, 135.6853, 291.6426, 166.8423, 243.9142, 159.2116
83 48 1.610000 242.5068, 129.0152, 290.7167, 137.1361, 285.5097, 168.0473, 237.2998, 159.9263
83 49 1.640000 237.7434, 130.3094, 286.2728, 138.3650, 281.1660, 169.1300, 232.6366, 161.0745
83 50 1.670000 233.4096, 131.5243, 282.2874, 140.5469, 276.6780, 170.9347, 227.8002, 161.9122
83 51 1.710000 227.6458, 134.0417, 276.9210, 143.6133, 271.0953, 173.6041, 221.8202, 164.0325
83 52 1.740000 223.3164, 136.6599, 272.8672, 146.0309, 267.2332, 175.8217, 217.6824, 166.4507
83 53 1.770000 219.3695, 139.3934, 269.1772, 149.3766, 263.2866, 178.7656, 213.4789, 168.7825
83 54 1.810000 214.1002, 144.1118, 264.2319, 154.1409, 258.4340, 183.1222, 208.3023, 173.0930
83 55 1.840000 210.1601, 148.4682, 260.5339, 158.0467, 255.0668, 186.7984, 204.6931, 177.2200
83 56 1.870000 206.5446, 153.1172, 257.1276, 162.9452, 251.6233, 191.2748, 201.0403, 181.4468
83 57 1.910000 201.7423, 160.4604, 252.6055, 170.0765, 247.3426, 197.9135, 196.4795, 188.2974
83 58 1.940000 198.1699, 166.7861, 249.2504, 175.8840, 244.3505, 203.3949, 193.2700, 194.2971
83 59 1.970000 194.9154, 173.3316, 246.1706, 182.5767, 241.2981, 209.5896, 190.0430, 200.3445
83 60 2.010000 190.6961, 182.6752, 242.1918, 191.6469, 237.5867, 218.0793, 186.0910, 209.1076
83 61 2.040000 187.6168, 189.8165, 239.3197, 197.9396, 235.1935, 224.2030, 183.4905, 216.0799
83 62 2.070000 185.2035, 196.0850, 236.9973, 204.8214, 232.6510, 230.5880, 180.8572, 221.8517
83 63 2.110000 182.2913, 204.0502, 234.1799, 213.1958, 229.7323, 238.4299, 177.8437, 229.2843
83 64 2.140000 180.2006, 209.9438, 232.2116, 218.6073, 228.0416, 243.6414, 176.0307, 234.9780
83 65 2.170000 178.8015, 214.9824, 230.7472, 224.5656, 226.2223, 249.0924, 174.2766, 239.5092
83 66 2.210000 177.0215, 221.8058, 228.9739, 231.4371, 224.4982, 255.5798, 172.5458, 245.9485
83 67 2.240000 175.7255, 227.1034, 227.7720, 235.8458, 223.7321, 259.8965, 171.6856, 251.1540
83 68 2.270000 175.1029, 231.7055, 227.0320, 241.0109, 222.7988, 264.6343, 170.8698, 255.3289
83 69 2.310000 174.2898, 238.2338, 226.1834, 247.1113, 222.1978, 270.4094, 170.3042, 261.5319
83 70 2.340000 173.7043, 243.4508, 225.6489, 251.2319, 222.1752, 274.4216, 170.2306, 266.6406
83 71 2.370000 173.6752, 248.1942, 225.4854, 256.1600, 221.9837, 278.9354, 170.1735, 270.9696
83 72 2.410000 173.6291, 255.0408, 225.3539, 262.3074, 222.2121, 284.6720, 170.4872, 277.4055
83 73 2.440000 173.6066, 260.5449, 225.3183, 266.6891, 222.6898, 288.8117, 170.9781, 282.6675
83 74 2.470000 174.0587, 265.6119, 225.5951, 271.8636, 222.9525, 293.6477, 171.4161, 287.3960
83 75 2.510000 174.6706, 272.6533, 226.0355, 278.3226, 223.6319, 300.1000, 172.2670, 294.4307
83 76 2.540000 175.1135, 277.9996, 226.4189, 282.5728, 224.4767, 304.3609, 173.1713, 299.7877
83 77 2.570000 176.2139, 281.9579, 227.2213, 287.3080, 224.9115, 309.3294, 173.9041, 303.9793
83 78 2.610000 177.6041, 287.0213, 228.3427, 292.2964, 225.9961, 314.8665, 175.2576, 309.5914
83 79 2.640000 178.5546, 290.9437, 229.1949, 295.3974, 227.1826, 318.2782, 176.5422, 313.8245
83 80 2.670000 180.0709, 293.7820, 230.3874, 298.9196, 228.0061, 322.2414, 177.6896, 317.1037
83 81 2.710000 181.9187, 297.8712, 231.9599, 302.8207, 229.6044, 326.6351, 179.5632, 321.6857
83 82 2.740000 183.1694, 301.1805, 233.1243, 305.2612, 231.1575, 329.3379, 181.2026, 325.2572
83 83 2.770000 184.9281, 303.6222, 234.5794, 308.1503, 232.3475, 332.6238, 182.6962, 328.0957
83 84 2.800000 186.3485, 306.6831, 235.8984, 310.4302, 234.0282, 335.1611, 184.4783, 331.4140
83 85 2.840000 188.5275, 310.3377, 237.8507, 313.6494, 236.1619, 338.8026, 186.8387, 335.4909
83 86 2.870000 190.5144, 312.5752, 239.5091, 316.4133, 237.5065, 341.9759, 188.5119, 338.1378
83 87 2.900000 191.9884, 315.6949, 240.9436, 318.5096, 239.4583, 344.3412, 190.5032, 341.5264
83 88 2.940000 194.3401, 319.3323, 243.0618, 321.7882, 241.7382, 348.0472, 193.0164, 345.5913
83 89 2.970000 196.2468, 321.8519, 244.7387, 324.4076, 243.3358, 351.0270, 194.8439, 348.4713
83 90 3.000000 197.7484, 324.9504, 246.2108, 326.4769, 245.3649, 353.3329, 196.9025, 351.8064
83 91 3.040000 200.0139, 328.3713, 248.3113, 329.3256, 247.7747, 356.4849, 199.4772, 355.5306
83 92 3.070000 202.0783, 330.0212, 250.0786, 331.6261, 249.1614, 359.0561, 201.1612, 357.4512
83 93 3.100000 203.5451, 332.2822, 251.5301, 332.9838, 251.1289, 360.4282, 203.1439, 359.7267
83 94 3.140000 205.8007, 334.3173, 253.6177, 334.7711, 253.3571, 362.2279, 205.5401, 361.7741
83 95 3.170000 207.6966, 335.1349, 255.2851, 336.0837, 254.7374, 363.5591, 207.1489, 362.6103
83 96 3.200000 208.9673, 336.6095, 256.6035, 336.4673, 256.6848, 363.7013, 209.0485, 363.8435
83 97 3.240000 210.9233, 337.6325, 258.4732, 336.9802, 258.8430, 363.9366, 211.2931, 364.5888
83 98 3.270000 212.5851, 337.6397, 259.9742, 337.4112, 260.1034, 364.2121, 212.7143, 364.4406
83 99 3.300000 213.6426, 338.3032, 261.0831, 336.9429, 261.8400, 363.3384, 214.3995, 364.6987
83 100 3.340000 215.2497, 338.2176, 262.6398, 336.3458, 263.6639, 362.2739, 216.2738, 364.1456
83 101 3.370000 216.5870, 337.3686, 263.8738, 335.9409, 264.6487, 361.6049, 217.3618, 363.0326
